"Date;Rented Bike Count;Hour;Temperature(°C);Humidity(%);Wind speed (m/s);Visibility (10m);Dew point temperature(°C);Solar Radiation (MJ/m2);Rainfall(mm);Snowfall (cm);Seasons;Holiday;Functioning Day"
"17/05/2018;78;2;218;97;13;175;212;0;1;0;Spring;No Holiday;Yes"
"17/05/2018;38;3;218;98;6;113;214;0;25;0;Spring;No Holiday;Yes"
"17/05/2018;51;4;192;98;24;1965;188;0;19;0;Spring;No Holiday;Yes"
"17/05/2018;54;5;188;97;9;1927;183;0;0;0;Spring;No Holiday;Yes"
"17/05/2018;69;6;189;98;3;338;185;0;0;0;Spring;No Holiday;Yes"
"17/05/2018;80;7;191;98;3;125;187;0;0;0;Spring;No Holiday;Yes"
"17/05/2018;152;8;197;98;5;1958;193;12;135;0;Spring;No Holiday;Yes"
"17/05/2018;28;9;197;98;5;659;193;5;10;0;Spring;No Holiday;Yes"
"17/05/2018;141;10;201;98;12;885;197;13;2;0;Spring;No Holiday;Yes"
"17/05/2018;182;11;204;98;9;300;20;25;25;0;Spring;No Holiday;Yes"
"17/05/2018;467;12;217;96;8;1773;21;81;15;0;Spring;No Holiday;Yes"
"17/05/2018;592;13;234;83;17;1944;203;15;0;0;Spring;No Holiday;Yes"
"17/05/2018;352;14;234;81;6;1921;199;5;0;0;Spring;No Holiday;Yes"
"17/05/2018;186;15;228;95;16;294;219;11;5;0;Spring;No Holiday;Yes"
"17/05/2018;102;16;229;95;4;385;22;31;0;0;Spring;No Holiday;Yes"
"17/05/2018;131;17;227;96;4;249;22;11;25;0;Spring;No Holiday;Yes"
"17/05/2018;431;18;226;97;11;304;22;7;15;0;Spring;No Holiday;Yes"
"17/05/2018;29;19;223;96;26;191;216;0;0;0;Spring;No Holiday;Yes"
"17/05/2018;17;20;213;97;28;388;207;0;125;0;Spring;No Holiday;Yes"
"17/05/2018;18;21;205;97;11;726;20;0;4;0;Spring;No Holiday;Yes"
"17/05/2018;26;22;202;98;5;468;198;0;6;0;Spring;No Holiday;Yes"
"17/05/2018;35;23;20;98;18;589;196;0;25;0;Spring;No Holiday;Yes"
"18/05/2018;129;0;193;97;18;523;188;0;1;0;Spring;No Holiday;Yes"
"18/05/2018;116;1;19;97;15;278;185;0;1;0;Spring;No Holiday;Yes"
"18/05/2018;48;2;188;98;15;237;184;0;5;0;Spring;No Holiday;Yes"
"18/05/2018;47;3;183;98;16;320;179;0;2;0;Spring;No Holiday;Yes"
"18/05/2018;22;4;181;98;17;223;177;0;1;0;Spring;No Holiday;Yes"
"18/05/2018;29;5;178;98;1;457;174;0;5;0;Spring;No Holiday;Yes"
"18/05/2018;77;6;174;98;3;234;17;0;0;0;Spring;No Holiday;Yes"
"18/05/2018;210;7;166;98;6;219;162;1;5;0;Spring;No Holiday;Yes"
"18/05/2018;400;8;164;98;3;514;16;11;0;0;Spring;No Holiday;Yes"
"18/05/2018;427;9;166;98;6;301;162;18;5;0;Spring;No Holiday;Yes"
"18/05/2018;454;10;163;97;1;693;158;37;0;0;Spring;No Holiday;Yes"
"18/05/2018;352;11;166;96;7;539;159;41;0;0;Spring;No Holiday;Yes"
"18/05/2018;185;12;166;96;8;430;159;34;0;0;Spring;No Holiday;Yes"
"18/05/2018;509;13;167;93;1;1373;155;72;5;0;Spring;No Holiday;Yes"
"18/05/2018;697;14;167;88;15;1760;146;72;0;0;Spring;No Holiday;Yes"
"18/05/2018;906;15;167;85;12;2000;141;49;0;0;Spring;No Holiday;Yes"
"18/05/2018;1182;16;17;82;19;2000;138;84;0;0;Spring;No Holiday;Yes"
"18/05/2018;1551;17;172;81;12;2000;139;57;0;0;Spring;No Holiday;Yes"
"18/05/2018;2261;18;175;79;15;2000;138;57;0;0;Spring;No Holiday;Yes"
"18/05/2018;1751;19;17;76;15;2000;127;29;0;0;Spring;No Holiday;Yes"
"18/05/2018;1386;20;162;76;21;2000;119;2;0;0;Spring;No Holiday;Yes"
"18/05/2018;1263;21;153;73;23;2000;104;0;0;0;Spring;No Holiday;Yes"
"18/05/2018;1221;22;142;73;19;2000;94;0;0;0;Spring;No Holiday;Yes"
"18/05/2018;864;23;132;68;18;2000;74;0;0;0;Spring;No Holiday;Yes"
"19/05/2018;689;0;122;67;12;2000;62;0;0;0;Spring;No Holiday;Yes"
"19/05/2018;676;1;114;74;13;2000;69;0;0;0;Spring;No Holiday;Yes"
"19/05/2018;526;2;111;74;19;2000;66;0;0;0;Spring;No Holiday;Yes"
"19/05/2018;320;3;107;73;13;2000;6;0;0;0;Spring;No Holiday;Yes"
"19/05/2018;213;4;105;73;12;2000;58;0;0;0;Spring;No Holiday;Yes"
"19/05/2018;198;5;104;71;11;2000;53;0;0;0;Spring;No Holiday;Yes"
"19/05/2018;234;6;105;70;1;2000;52;3;0;0;Spring;No Holiday;Yes"
"19/05/2018;436;7;114;0;14;2000;45;46;0;0;Spring;No Holiday;Yes"
"19/05/2018;766;8;137;57;14;2000;53;128;0;0;Spring;No Holiday;Yes"
"19/05/2018;932;9;157;49;16;2000;5;2;0;0;Spring;No Holiday;Yes"
"19/05/2018;1051;10;172;45;21;2000;51;261;0;0;Spring;No Holiday;Yes"
"19/05/2018;1290;11;19;44;14;2000;64;312;0;0;Spring;No Holiday;Yes"
"19/05/2018;1573;12;205;42;21;2000;71;342;0;0;Spring;No Holiday;Yes"
"19/05/2018;1865;13;219;39;2;2000;73;352;0;0;Spring;No Holiday;Yes"
"19/05/2018;2128;14;228;39;26;1983;81;339;0;0;Spring;No Holiday;Yes"
"19/05/2018;2268;15;239;37;16;2000;83;307;0;0;Spring;No Holiday;Yes"
"19/05/2018;2479;16;245;34;15;2000;75;254;0;0;Spring;No Holiday;Yes"
"19/05/2018;2355;17;245;35;18;1927;8;193;0;0;Spring;No Holiday;Yes"
"19/05/2018;2439;18;24;34;17;2000;71;122;0;0;Spring;No Holiday;Yes"
"19/05/2018;2140;19;226;34;15;2000;59;51;0;0;Spring;No Holiday;Yes"
"19/05/2018;1872;20;209;34;14;2000;44;3;0;0;Spring;No Holiday;Yes"
"19/05/2018;1780;21;195;34;13;2000;32;0;0;0;Spring;No Holiday;Yes"
"19/05/2018;1595;22;184;34;12;2000;22;0;0;0;Spring;No Holiday;Yes"
"19/05/2018;1169;23;171;37;13;2000;22;0;0;0;Spring;No Holiday;Yes"
"20/05/2018;986;0;158;41;12;2000;25;0;0;0;Spring;No Holiday;Yes"
"20/05/2018;713;1;147;43;12;2000;22;0;0;0;Spring;No Holiday;Yes"
"20/05/2018;473;2;139;43;9;2000;15;0;0;0;Spring;No Holiday;Yes"
"20/05/2018;347;3;135;41;1;2000;4;0;0;0;Spring;No Holiday;Yes"
"20/05/2018;205;4;128;44;8;2000;8;0;0;0;Spring;No Holiday;Yes"
"20/05/2018;160;5;121;47;16;2000;11;0;0;0;Spring;No Holiday;Yes"
"20/05/2018;190;6;116;46;8;2000;3;5;0;0;Spring;No Holiday;Yes"
"20/05/2018;341;7;123;43;6;2000;0;3;0;0;Spring;No Holiday;Yes"
"20/05/2018;524;8;141;38;1;2000;0;72;0;0;Spring;No Holiday;Yes"
"20/05/2018;676;9;16;34;13;2000;1;1;0;0;Spring;No Holiday;Yes"
"20/05/2018;899;10;17;37;14;2000;21;94;0;0;Spring;No Holiday;Yes"
"20/05/2018;1013;11;187;30;19;2000;7;166;0;0;Spring;No Holiday;Yes"
"20/05/2018;1313;12;188;31;12;2000;12;92;0;0;Spring;No Holiday;Yes"
"20/05/2018;1559;13;199;33;14;2000;31;128;0;0;Spring;No Holiday;Yes"
"20/05/2018;1680;14;203;30;18;2000;21;101;0;0;Spring;No Holiday;Yes"
"20/05/2018;1999;15;21;28;17;2000;17;116;0;0;Spring;No Holiday;Yes"
"20/05/2018;2143;16;222;23;22;2000;0;166;0;0;Spring;No Holiday;Yes"
"20/05/2018;2310;17;224;23;24;2000;2;189;0;0;Spring;No Holiday;Yes"
"20/05/2018;2403;18;222;22;18;2000;-5;125;0;0;Spring;No Holiday;Yes"
"20/05/2018;2145;19;208;24;2;2000;-5;56;0;0;Spring;No Holiday;Yes"
"20/05/2018;1846;20;19;26;15;2000;-9;2;0;0;Spring;No Holiday;Yes"
"20/05/2018;1636;21;178;26;13;2000;-19;0;0;0;Spring;No Holiday;Yes"
"20/05/2018;1325;22;168;29;12;2000;-13;0;0;0;Spring;No Holiday;Yes"
"20/05/2018;943;23;158;30;11;2000;-17;0;0;0;Spring;No Holiday;Yes"
"21/05/2018;666;0;153;29;13;2000;-26;0;0;0;Spring;No Holiday;Yes"
"21/05/2018;420;1;145;31;11;2000;-24;0;0;0;Spring;No Holiday;Yes"
"21/05/2018;262;2;139;0;9;2000;-21;0;0;0;Spring;No Holiday;Yes"
"21/05/2018;165;3;13;0;8;2000;-25;0;0;0;Spring;No Holiday;Yes"
"21/05/2018;113;4;124;0;8;2000;-34;0;0;0;Spring;No Holiday;Yes"
"21/05/2018;200;5;119;0;13;2000;-27;0;0;0;Spring;No Holiday;Yes"
"21/05/2018;467;6;114;0;9;2000;-2;3;0;0;Spring;No Holiday;Yes"
"21/05/2018;1135;7;123;0;9;1989;-27;48;0;0;Spring;No Holiday;Yes"
"21/05/2018;1785;8;153;30;13;2000;-22;13;0;0;Spring;No Holiday;Yes"
"21/05/2018;1118;9;177;27;13;2000;-15;202;0;0;Spring;No Holiday;Yes"
"21/05/2018;962;10;193;27;14;2000;-1;263;0;0;Spring;No Holiday;Yes"
"21/05/2018;1129;11;209;27;17;2000;11;311;0;0;Spring;No Holiday;Yes"
"21/05/2018;1373;12;218;31;21;2000;39;339;0;0;Spring;No Holiday;Yes"
"21/05/2018;1456;13;228;31;19;1923;47;349;0;0;Spring;No Holiday;Yes"
"21/05/2018;1483;14;234;36;28;1947;74;311;0;0;Spring;No Holiday;Yes"
"21/05/2018;1612;15;233;38;15;1963;81;213;0;0;Spring;No Holiday;Yes"
"21/05/2018;1820;16;227;42;19;2000;91;113;0;0;Spring;No Holiday;Yes"
"21/05/2018;2214;17;222;45;24;2000;96;83;0;0;Spring;No Holiday;Yes"
"21/05/2018;3069;18;216;48;25;1884;101;61;0;0;Spring;No Holiday;Yes"
"21/05/2018;2450;19;195;56;16;1600;104;29;0;0;Spring;No Holiday;Yes"
"21/05/2018;2167;20;184;59;26;1476;102;4;0;0;Spring;No Holiday;Yes"
"21/05/2018;2065;21;177;63;5;1324;105;0;0;0;Spring;No Holiday;Yes"
"21/05/2018;1832;22;169;65;3;1281;102;0;0;0;Spring;No Holiday;Yes"
"21/05/2018;1273;23;163;70;7;1293;108;0;0;0;Spring;No Holiday;Yes"
"22/05/2018;957;0;16;71;5;1299;107;0;0;0;Spring;Holiday;Yes"
"22/05/2018;810;1;159;71;11;1312;106;0;0;0;Spring;Holiday;Yes"
"22/05/2018;590;2;157;74;1;1313;11;0;0;0;Spring;Holiday;Yes"
"22/05/2018;406;3;155;0;7;1420;104;0;0;0;Spring;Holiday;Yes"
"22/05/2018;248;4;156;0;5;1502;105;0;0;0;Spring;Holiday;Yes"
"22/05/2018;182;5;157;0;6;1610;106;0;0;0;Spring;Holiday;Yes"
"22/05/2018;277;6;155;0;5;1691;104;6;0;0;Spring;Holiday;Yes"
"22/05/2018;443;7;163;69;7;1750;105;34;0;0;Spring;Holiday;Yes"
"22/05/2018;694;8;182;63;8;1731;11;1;0;0;Spring;Holiday;Yes"
"22/05/2018;912;9;193;62;8;1894;118;114;0;0;Spring;Holiday;Yes"
"22/05/2018;1119;10;207;55;18;1698;113;143;0;0;Spring;Holiday;Yes"
"22/05/2018;1438;11;219;55;14;1820;124;187;0;0;Spring;Holiday;Yes"
"22/05/2018;1798;12;229;51;11;1591;122;18;0;0;Spring;Holiday;Yes"
"22/05/2018;2000;13;227;52;1;1399;123;94;0;0;Spring;Holiday;Yes"
"22/05/2018;1407;14;228;53;14;1630;127;98;0;0;Spring;Holiday;Yes"
"22/05/2018;163;15;211;72;27;663;158;31;1;0;Spring;Holiday;Yes"
"22/05/2018;86;16;195;80;12;553;159;53;4;0;Spring;Holiday;Yes"
"22/05/2018;50;17;186;84;18;499;158;28;1;0;Spring;Holiday;Yes"
"22/05/2018;30;18;179;93;12;258;167;13;2;0;Spring;Holiday;Yes"
"22/05/2018;45;19;176;93;3;331;164;6;15;0;Spring;Holiday;Yes"
"22/05/2018;30;20;172;85;14;467;146;0;5;0;Spring;Holiday;Yes"
"22/05/2018;58;21;17;85;11;597;144;0;5;0;Spring;Holiday;Yes"
"22/05/2018;29;22;168;87;6;447;146;0;5;0;Spring;Holiday;Yes"
"22/05/2018;18;23;163;96;11;198;156;0;25;0;Spring;Holiday;Yes"
"23/05/2018;32;0;158;97;24;181;153;0;35;0;Spring;No Holiday;Yes"
"23/05/2018;25;1;153;97;32;178;148;0;3;0;Spring;No Holiday;Yes"
"23/05/2018;34;2;15;97;25;236;145;0;3;0;Spring;No Holiday;Yes"
"23/05/2018;43;3;149;96;22;636;142;0;5;0;Spring;No Holiday;Yes"
"23/05/2018;59;4;15;97;14;1827;145;0;0;0;Spring;No Holiday;Yes"
"23/05/2018;152;5;146;87;22;2000;124;0;0;0;Spring;No Holiday;Yes"
"23/05/2018;436;6;139;83;32;2000;11;4;0;0;Spring;No Holiday;Yes"
"23/05/2018;1241;7;136;75;16;1987;92;47;0;0;Spring;No Holiday;Yes"
"23/05/2018;2035;8;146;70;31;2000;91;128;0;0;Spring;No Holiday;Yes"
"23/05/2018;1125;9;16;60;19;1992;82;198;0;0;Spring;No Holiday;Yes"
"23/05/2018;871;10;179;56;33;1919;89;263;0;0;Spring;No Holiday;Yes"
"23/05/2018;1012;11;189;42;38;2000;56;313;0;0;Spring;No Holiday;Yes"
"23/05/2018;1216;12;201;37;4;1910;49;344;0;0;Spring;No Holiday;Yes"
"23/05/2018;1167;13;209;33;39;1853;4;352;0;0;Spring;No Holiday;Yes"
"23/05/2018;1183;14;22;33;34;1966;49;341;0;0;Spring;No Holiday;Yes"
"23/05/2018;1332;15;23;29;29;1876;39;311;0;0;Spring;No Holiday;Yes"
"23/05/2018;1563;16;23;33;42;1880;58;257;0;0;Spring;No Holiday;Yes"
"23/05/2018;2069;17;224;39;32;1943;77;19;0;0;Spring;No Holiday;Yes"
"23/05/2018;3123;18;217;40;35;1987;74;118;0;0;Spring;No Holiday;Yes"
"23/05/2018;2454;19;188;52;34;2000;87;49;0;0;Spring;No Holiday;Yes"
"23/05/2018;2001;20;167;61;19;2000;91;5;0;0;Spring;No Holiday;Yes"
"23/05/2018;1833;21;154;61;11;1959;79;0;0;0;Spring;No Holiday;Yes"
"23/05/2018;1588;22;148;59;1;1740;68;0;0;0;Spring;No Holiday;Yes"
"23/05/2018;1080;23;146;54;15;1596;53;0;0;0;Spring;No Holiday;Yes"
"24/05/2018;778;0;137;51;13;1651;37;0;0;0;Spring;No Holiday;Yes"
"24/05/2018;578;1;129;62;6;1557;57;0;0;0;Spring;No Holiday;Yes"
"24/05/2018;385;2;125;54;7;1500;34;0;0;0;Spring;No Holiday;Yes"
"24/05/2018;265;3;121;64;8;1538;54;0;0;0;Spring;No Holiday;Yes"
"24/05/2018;161;4;117;64;16;1578;51;0;0;0;Spring;No Holiday;Yes"
"24/05/2018;205;5;113;64;12;1634;47;0;0;0;Spring;No Holiday;Yes"
"24/05/2018;530;6;114;67;1;1600;54;4;0;0;Spring;No Holiday;Yes"
"24/05/2018;1390;7;125;61;13;1818;51;42;0;0;Spring;No Holiday;Yes"
"24/05/2018;2081;8;152;50;16;1530;48;11;0;0;Spring;No Holiday;Yes"
"24/05/2018;1226;9;176;30;11;1531;0;179;0;0;Spring;No Holiday;Yes"
"24/05/2018;880;10;199;27;27;1775;3;244;0;0;Spring;No Holiday;Yes"
"24/05/2018;922;11;215;30;29;1779;31;292;0;0;Spring;No Holiday;Yes"
"24/05/2018;1087;12;221;36;53;1696;63;32;0;0;Spring;No Holiday;Yes"
"24/05/2018;1078;13;233;35;37;1874;69;328;0;0;Spring;No Holiday;Yes"
"24/05/2018;1059;14;232;36;49;1597;72;318;0;0;Spring;No Holiday;Yes"
"24/05/2018;1174;15;235;36;32;1786;75;291;0;0;Spring;No Holiday;Yes"
"24/05/2018;1455;16;235;36;4;1763;75;242;0;0;Spring;No Holiday;Yes"
"24/05/2018;1863;17;234;38;27;1885;82;176;0;0;Spring;No Holiday;Yes"
"24/05/2018;2825;18;226;39;28;1655;79;11;0;0;Spring;No Holiday;Yes"
"24/05/2018;2334;19;211;44;26;1512;83;41;0;0;Spring;No Holiday;Yes"
"24/05/2018;1902;20;20;46;26;1414;8;5;0;0;Spring;No Holiday;Yes"
"24/05/2018;1838;21;193;50;17;1381;86;0;0;0;Spring;No Holiday;Yes"
"24/05/2018;1678;22;186;54;23;1328;9;0;0;0;Spring;No Holiday;Yes"
"24/05/2018;1087;23;181;56;16;1095;91;0;0;0;Spring;No Holiday;Yes"
"25/05/2018;831;0;176;57;18;943;89;0;0;0;Spring;No Holiday;Yes"
"25/05/2018;610;1;169;61;1;844;93;0;0;0;Spring;No Holiday;Yes"
"25/05/2018;437;2;161;70;6;787;106;0;0;0;Spring;No Holiday;Yes"
"25/05/2018;286;3;154;71;5;780;101;0;0;0;Spring;No Holiday;Yes"
"25/05/2018;188;4;148;71;4;700;95;0;0;0;Spring;No Holiday;Yes"
"25/05/2018;201;5;143;75;6;635;99;0;0;0;Spring;No Holiday;Yes"
"25/05/2018;531;6;138;74;7;644;92;5;0;0;Spring;No Holiday;Yes"
"25/05/2018;1250;7;144;66;11;704;81;42;0;0;Spring;No Holiday;Yes"
"25/05/2018;1996;8;171;57;17;792;85;121;0;0;Spring;No Holiday;Yes"
"25/05/2018;1121;9;195;44;13;995;69;188;0;0;Spring;No Holiday;Yes"
"25/05/2018;819;10;214;30;25;1730;3;253;0;0;Spring;No Holiday;Yes"
"25/05/2018;959;11;231;30;25;1896;45;301;0;0;Spring;No Holiday;Yes"
"25/05/2018;1082;12;244;24;29;1811;25;328;0;0;Spring;No Holiday;Yes"
"25/05/2018;1106;13;256;26;27;1747;46;336;0;0;Spring;No Holiday;Yes"
"25/05/2018;1161;14;26;23;23;1923;32;292;0;0;Spring;No Holiday;Yes"
"25/05/2018;1306;15;251;25;27;1959;36;22;0;0;Spring;No Holiday;Yes"
"25/05/2018;1533;16;243;27;41;1892;4;178;0;0;Spring;No Holiday;Yes"
"25/05/2018;2013;17;236;28;31;1844;4;126;0;0;Spring;No Holiday;Yes"
"25/05/2018;2916;18;233;32;26;1772;56;105;0;0;Spring;No Holiday;Yes"
"25/05/2018;2227;19;22;40;16;1658;77;47;0;0;Spring;No Holiday;Yes"
"25/05/2018;1905;20;204;45;2;1457;8;6;0;0;Spring;No Holiday;Yes"
"25/05/2018;1740;21;191;50;14;1378;84;0;0;0;Spring;No Holiday;Yes"
"25/05/2018;1630;22;183;54;17;1394;88;0;0;0;Spring;No Holiday;Yes"
"25/05/2018;1209;23;176;55;5;1362;84;0;0;0;Spring;No Holiday;Yes"
"26/05/2018;987;0;17;59;11;1299;89;0;0;0;Spring;No Holiday;Yes"
"26/05/2018;837;1;162;63;7;1328;91;0;0;0;Spring;No Holiday;Yes"
"26/05/2018;572;2;158;66;6;1204;94;0;0;0;Spring;No Holiday;Yes"
"26/05/2018;419;3;153;69;5;1103;96;0;0;0;Spring;No Holiday;Yes"
"26/05/2018;232;4;148;73;5;994;99;0;0;0;Spring;No Holiday;Yes"
"26/05/2018;198;5;144;73;4;978;96;0;0;0;Spring;No Holiday;Yes"
"26/05/2018;299;6;142;72;6;947;92;4;0;0;Spring;No Holiday;Yes"
"26/05/2018;503;7;15;64;6;902;82;46;0;0;Spring;No Holiday;Yes"
"26/05/2018;763;8;178;52;6;1094;78;118;0;0;Spring;No Holiday;Yes"
"26/05/2018;992;9;206;43;11;1104;75;184;0;0;Spring;No Holiday;Yes"
"26/05/2018;1010;10;232;41;11;1440;92;245;0;0;Spring;No Holiday;Yes"
"26/05/2018;1164;11;248;34;9;1439;78;292;0;0;Spring;No Holiday;Yes"
"26/05/2018;1285;12;262;31;12;1161;77;318;0;0;Spring;No Holiday;Yes"
"26/05/2018;1441;13;278;31;2;1326;91;329;0;0;Spring;No Holiday;Yes"
"26/05/2018;1448;14;283;30;23;1025;9;314;0;0;Spring;No Holiday;Yes"
"26/05/2018;1575;15;294;30;2;882;10;282;0;0;Spring;No Holiday;Yes"
"26/05/2018;1690;16;29;31;29;889;101;226;0;0;Spring;No Holiday;Yes"
"26/05/2018;1886;17;279;34;38;1259;105;173;0;0;Spring;No Holiday;Yes"
"26/05/2018;2020;18;27;33;22;822;93;107;0;0;Spring;No Holiday;Yes"
"26/05/2018;1985;19;249;46;31;1341;124;43;0;0;Spring;No Holiday;Yes"
"26/05/2018;1909;20;223;50;27;1512;113;5;0;0;Spring;No Holiday;Yes"
"26/05/2018;1851;21;217;58;13;1173;13;0;0;0;Spring;No Holiday;Yes"
"26/05/2018;1683;22;212;60;1;1192;131;0;0;0;Spring;No Holiday;Yes"
"26/05/2018;1330;23;207;63;8;1130;133;0;0;0;Spring;No Holiday;Yes"
"27/05/2018;1089;0;201;65;16;1097;133;0;0;0;Spring;No Holiday;Yes"
"27/05/2018;799;1;198;61;14;943;12;0;0;0;Spring;No Holiday;Yes"
"27/05/2018;555;2;19;62;18;974;115;0;0;0;Spring;No Holiday;Yes"
"27/05/2018;423;3;185;62;8;1073;11;0;0;0;Spring;No Holiday;Yes"
"27/05/2018;208;4;179;59;13;1261;97;0;0;0;Spring;No Holiday;Yes"
"27/05/2018;174;5;176;0;8;1304;97;0;0;0;Spring;No Holiday;Yes"
"27/05/2018;234;6;173;62;14;1293;99;3;0;0;Spring;No Holiday;Yes"
"27/05/2018;341;7;176;0;14;1219;87;34;0;0;Spring;No Holiday;Yes"
"27/05/2018;608;8;183;51;2;1366;79;7;0;0;Spring;No Holiday;Yes"
"27/05/2018;762;9;195;43;15;1548;0;102;0;0;Spring;No Holiday;Yes"
"27/05/2018;821;10;216;33;2;1697;0;186;0;0;Spring;No Holiday;Yes"
"27/05/2018;1004;11;223;33;18;1853;0;154;0;0;Spring;No Holiday;Yes"
"27/05/2018;1404;12;234;38;28;1756;82;187;0;0;Spring;No Holiday;Yes"
"27/05/2018;1579;13;243;37;23;1583;86;222;0;0;Spring;No Holiday;Yes"
"27/05/2018;1730;14;242;36;4;1907;81;216;0;0;Spring;No Holiday;Yes"
"27/05/2018;2019;15;239;37;26;1889;83;182;0;0;Spring;No Holiday;Yes"
"27/05/2018;2242;16;24;36;16;1811;79;134;0;0;Spring;No Holiday;Yes"
"27/05/2018;2307;17;235;32;32;1925;0;101;0;0;Spring;No Holiday;Yes"
"27/05/2018;2267;18;23;36;28;1904;71;85;0;0;Spring;No Holiday;Yes"
"27/05/2018;2207;19;217;38;21;1857;67;27;0;0;Spring;No Holiday;Yes"
"27/05/2018;2044;20;206;41;23;1788;68;9;0;0;Spring;No Holiday;Yes"
"27/05/2018;1729;21;195;46;18;1734;75;0;0;0;Spring;No Holiday;Yes"
"27/05/2018;1374;22;186;50;1;1830;79;0;0;0;Spring;No Holiday;Yes"
"27/05/2018;1071;23;179;53;19;1774;81;0;0;0;Spring;No Holiday;Yes"
"28/05/2018;770;0;173;55;7;1741;81;0;0;0;Spring;No Holiday;Yes"
"28/05/2018;440;1;167;60;8;1806;88;0;0;0;Spring;No Holiday;Yes"
"28/05/2018;335;2;165;58;3;1759;81;0;0;0;Spring;No Holiday;Yes"
"28/05/2018;185;3;171;56;4;1583;82;0;0;0;Spring;No Holiday;Yes"
"28/05/2018;134;4;172;0;4;1619;88;0;0;0;Spring;No Holiday;Yes"
"28/05/2018;247;5;166;0;9;1361;97;0;0;0;Spring;No Holiday;Yes"
"28/05/2018;641;6;162;0;5;1588;93;5;0;0;Spring;No Holiday;Yes"
"28/05/2018;1502;7;168;0;8;1387;89;36;0;0;Spring;No Holiday;Yes"
"28/05/2018;2194;8;195;50;7;1329;87;119;0;0;Spring;No Holiday;Yes"
"28/05/2018;1131;9;217;48;11;1806;102;192;0;0;Spring;No Holiday;Yes"
"28/05/2018;828;10;233;49;11;1881;119;246;0;0;Spring;No Holiday;Yes"
"28/05/2018;986;11;251;45;9;1982;123;29;0;0;Spring;No Holiday;Yes"
"28/05/2018;1139;12;263;44;18;2000;13;324;0;0;Spring;No Holiday;Yes"
"28/05/2018;1124;13;277;39;19;1882;124;333;0;0;Spring;No Holiday;Yes"
"28/05/2018;1128;14;287;36;26;1853;121;321;0;0;Spring;No Holiday;Yes"
"28/05/2018;1258;15;284;43;31;900;146;228;0;0;Spring;No Holiday;Yes"
"28/05/2018;1497;16;281;43;34;845;143;232;0;0;Spring;No Holiday;Yes"
"28/05/2018;2060;17;269;45;35;990;139;164;0;0;Spring;No Holiday;Yes"
"28/05/2018;3245;18;26;39;27;1950;109;107;0;0;Spring;No Holiday;Yes"
"28/05/2018;2656;19;244;44;28;1979;113;45;0;0;Spring;No Holiday;Yes"
"28/05/2018;2252;20;23;49;24;1905;117;7;0;0;Spring;No Holiday;Yes"
"28/05/2018;2140;21;218;50;21;1950;109;0;0;0;Spring;No Holiday;Yes"
"28/05/2018;1881;22;211;54;6;2000;114;0;0;0;Spring;No Holiday;Yes"
"28/05/2018;1247;23;209;53;16;1712;109;0;0;0;Spring;No Holiday;Yes"
"29/05/2018;841;0;206;54;26;1737;0;0;0;0;Spring;No Holiday;Yes"
"29/05/2018;721;1;203;55;11;1756;0;0;0;0;Spring;No Holiday;Yes"
"29/05/2018;466;2;202;56;23;1498;0;0;0;0;Spring;No Holiday;Yes"
"29/05/2018;285;3;20;58;18;1279;114;0;0;0;Spring;No Holiday;Yes"
"29/05/2018;204;4;198;60;19;1364;118;0;0;0;Spring;No Holiday;Yes"
"29/05/2018;252;5;196;64;3;1483;125;0;0;0;Spring;No Holiday;Yes"
"29/05/2018;625;6;195;64;4;1268;125;2;0;0;Spring;No Holiday;Yes"
"29/05/2018;1427;7;199;63;11;934;126;24;0;0;Spring;No Holiday;Yes"
"29/05/2018;2234;8;205;66;17;1062;139;34;0;0;Spring;No Holiday;Yes"
"29/05/2018;1192;9;21;67;11;1012;146;54;0;0;Spring;No Holiday;Yes"
"29/05/2018;893;10;216;68;16;980;154;83;0;0;Spring;No Holiday;Yes"
"29/05/2018;949;11;231;63;26;949;156;168;0;0;Spring;No Holiday;Yes"
"29/05/2018;1184;12;231;64;26;1250;159;135;0;0;Spring;No Holiday;Yes"
"29/05/2018;1103;13;242;58;15;1030;154;166;0;0;Spring;No Holiday;Yes"
"29/05/2018;1174;14;255;53;2;981;152;25;0;0;Spring;No Holiday;Yes"
"29/05/2018;1234;15;257;56;18;1112;162;171;0;0;Spring;No Holiday;Yes"
"29/05/2018;1592;16;236;66;42;1208;168;89;0;0;Spring;No Holiday;Yes"
"29/05/2018;2022;17;239;65;19;1425;169;102;0;0;Spring;No Holiday;Yes"
"29/05/2018;2154;18;231;68;29;1506;168;42;0;0;Spring;No Holiday;Yes"
"29/05/2018;477;19;223;71;25;1268;167;14;0;0;Spring;No Holiday;Yes"
"29/05/2018;422;20;201;88;22;572;18;0;1;0;Spring;No Holiday;Yes"
"29/05/2018;1041;21;199;93;14;416;187;0;0;0;Spring;No Holiday;Yes"
"29/05/2018;1121;22;199;85;17;559;172;0;0;0;Spring;No Holiday;Yes"
"29/05/2018;742;23;195;89;17;304;176;0;0;0;Spring;No Holiday;Yes"
"30/05/2018;507;0;191;84;16;540;163;0;0;0;Spring;No Holiday;Yes"
"30/05/2018;570;1;188;84;5;488;16;0;0;0;Spring;No Holiday;Yes"
"30/05/2018;422;2;187;83;6;469;157;0;0;0;Spring;No Holiday;Yes"
"30/05/2018;238;3;184;86;6;360;16;0;0;0;Spring;No Holiday;Yes"
